calibration,created,external_uid,finish_time,id,info_0,info_1,info_10,info_11,info_2,info_3,info_4_0,info_4_1,info_4_2,info_4_3,info_4_4,info_5,info_6,info_7,info_8,info_9,media_url,project_id,task_id,timeout,user_id,user_ip
,2020-07-07T11:50:33.675419,,2020-07-07T11:50:42.310558,3810,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8645,,31.0,
,2020-07-07T11:50:42.430228,,2020-07-07T11:50:46.459710,3811,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8649,,31.0,
,2020-07-07T11:50:46.575520,,2020-07-07T11:58:58.840779,3812,Yes,Cannot tell,Other,Yes,Yes,Cannot tell,,,,,,Not answered,5 or more,Cannot tell,Yes,Outdoors,,106,8653,,31.0,
,2020-07-07T11:58:58.968545,,2020-07-07T11:59:31.683137,3813,Yes,Cannot tell,Protesting,Surely not,Yes,Cannot tell,,,,,,Not answered,5 or more,No,Not answered,Not answered,,106,8657,,31.0,
,2020-07-07T11:59:31.801400,,2020-07-07T12:00:06.253463,3814,Yes,Yes,Working,Surely not,Yes,Yes,Surgical,FP3,,,,Yes,5 or more,Yes,Yes,Other,,106,8661,,31.0,
,2020-07-07T12:00:06.371955,,2020-07-07T12:00:38.544783,3815,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,Cloth,,,,Yes,5 or more,No,Not answered,Not answered,,106,8665,,31.0,
,2020-07-07T12:00:38.674730,,2020-07-07T12:01:31.287902,3816,Yes,Yes,Other,Maybe,Yes,Some of them,Surgical,,,,,Yes,5 or more,No,Yes,Street/ Square,,106,8669,,31.0,
,2020-07-07T12:01:31.422700,,2020-07-07T12:01:35.466935,3817,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8673,,31.0,
,2020-07-07T12:01:35.586936,,2020-07-07T12:01:43.515116,3818,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8677,,31.0,
,2020-07-07T12:01:43.665010,,2020-07-07T12:02:10.322306,3819,Yes,Cannot tell,Other,Yes,Yes,No,,,,,,Not answered,5 or more,Yes,Not answered,Not answered,,106,8681,,31.0,
,2020-07-07T12:02:10.459575,,2020-07-07T12:02:32.129305,3820,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8685,,31.0,
,2020-07-07T12:02:32.436131,,2020-07-07T12:03:02.412408,3821,Yes,Yes,Other,Surely not,Yes,No,,,,,,Not answered,2,Yes,Yes,Outdoors,,106,8689,,31.0,
,2020-07-07T12:17:26.517618,,2020-07-07T12:18:02.655177,3822,Yes,Cannot tell,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8456,,,124.252.3.233
,2020-07-07T12:18:02.754243,,2020-07-07T12:19:19.798262,3823,Yes,Yes,Other,Cannot tell,Yes,Yes,Surgical,,,,,Yes,2,Yes,Yes,Park,,106,8539,,,124.252.3.233
,2020-07-07T12:19:34.330114,,2020-07-07T12:19:49.503451,3824,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,3,Yes,Yes,Hospital,,106,8509,,22.0,
,2020-07-07T12:19:49.625083,,2020-07-07T12:20:06.172396,3825,Yes,Cannot tell,Volunteering,Maybe,Yes,Yes,Cloth,,,,,Yes,2,Yes,Yes,Outdoors,,106,8585,,22.0,
,2020-07-07T12:20:06.378023,,2020-07-07T12:20:26.159052,3826,Yes,Yes,Working,Yes,Yes,Yes,Cloth,,,,,Yes,3,Yes,Yes,Outdoors,,106,8605,,22.0,
,2020-07-07T12:20:26.267629,,2020-07-07T12:20:42.907944,3827,Yes,Yes,Exercising,Maybe,Yes,Some of them,Surgical,,,,,Yes,3,Yes,Yes,Park,,106,8621,,22.0,
,2020-07-07T12:19:19.897032,,2020-07-07T12:20:51.427570,3828,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,FP2,,,,Yes,2,Yes,Yes,Outdoors,,106,8585,,,124.252.3.233
,2020-07-07T12:20:51.540471,,2020-07-07T12:21:52.455343,3829,Yes,Yes,Shopping,Maybe,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,No,Yes,Street/ Square,,106,8627,,,124.252.3.233
,2020-07-07T12:21:52.579732,,2020-07-07T12:23:04.536715,3830,Yes,Yes,Other,Maybe,Yes,Some of them,Surgical,Cloth,,,,Only some of them,5 or more,No,Yes,Outdoors,,106,8635,,,124.252.3.233
,2020-07-07T12:20:43.020788,,2020-07-07T12:23:12.544758,3831,Yes,Cannot tell,Other,Maybe,Yes,Some of them,Cloth,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,8631,,22.0,
,2020-07-07T12:23:04.643682,,2020-07-07T12:23:14.676084,3832,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8643,,,124.252.3.233
,2020-07-07T12:23:12.654386,,2020-07-07T12:23:32.520583,3833,Yes,Yes,Other,Maybe,Yes,Some of them,Cloth,Surgical,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,8647,,22.0,
,2020-07-07T12:23:32.651732,,2020-07-07T12:23:59.051902,3834,Yes,Yes,Working,Maybe,Yes,Yes,Cannot tell,,,,,No,5 or more,Yes,Not answered,Not answered,,106,8659,,22.0,
,2020-07-07T12:23:14.856463,,2020-07-07T12:24:13.334001,3835,Yes,Yes,Working,Maybe,Yes,Yes,FP2,Surgical,Cloth,,,Yes,3,Yes,Yes,Other,,106,8655,,,124.252.3.233
,2020-07-07T12:23:59.154900,,2020-07-07T12:24:19.446853,3836,Yes,Yes,Working,Cannot tell,Yes,No,,,,,,Not answered,2,Yes,Not answered,Not answered,,106,8667,,22.0,
,2020-07-07T12:24:19.543144,,2020-07-07T12:24:38.974712,3837,Yes,Yes,Cannot tell,Surely not,Yes,Yes,Surgical,,,,,Yes,2,No,Not answered,Not answered,,106,8679,,22.0,
,2020-07-07T12:24:13.450094,,2020-07-07T12:24:55.655367,3838,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,Cloth,,,,Yes,3,Yes,Not answered,Not answered,,106,8671,,,124.252.3.233
,2020-07-07T12:24:39.079095,,2020-07-07T12:25:02.264941,3839,Yes,Yes,Cannot tell,Yes,Yes,Some of them,Cloth,Surgical,,,,Only some of them,5 or more,Yes,Yes,Street/ Square,,106,8687,,22.0,
,2020-07-07T12:25:02.366374,,2020-07-07T12:25:20.469013,3840,Yes,Yes,Socialising,Yes,Yes,Yes,Cloth,Surgical,,,,Yes,3,Yes,Yes,Street/ Square,,106,8695,,22.0,
,2020-07-07T12:25:20.574252,,2020-07-07T12:25:39.561252,3841,Yes,Cannot tell,Socialising,Maybe,Yes,No,,,,,,Not answered,2,No,Not answered,Not answered,,106,8699,,22.0,
,2020-07-07T12:25:39.666057,,2020-07-07T12:25:57.594703,3842,Yes,Cannot tell,Working,Yes,Yes,No,,,,,,Not answered,2,Yes,Not answered,Not answered,,106,8703,,22.0,
,2020-07-07T12:25:57.905245,,2020-07-07T12:26:17.003780,3843,Yes,Yes,Socialising,Yes,Yes,Yes,Surgical,,,,,Only some of them,3,No,Not answered,Not answered,,106,8707,,22.0,
,2020-07-07T12:26:17.114920,,2020-07-07T12:26:41.248764,3844,Yes,Cannot tell,Socialising,Surely not,Yes,No,,,,,,Not answered,5 or more,No,Yes,Outdoors,,106,8711,,22.0,
,2020-07-07T12:26:41.360861,,2020-07-07T12:26:59.272869,3845,Yes,Yes,Working,Yes,Yes,No,,,,,,Not answered,5 or more,No,Yes,Other,,106,8713,,22.0,
,2020-07-07T12:24:55.773338,,2020-07-07T12:27:29.084524,3846,Yes,Yes,Shopping,Maybe,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,Cannot tell,Yes,Street/ Square,,106,8687,,,124.252.3.233
,2020-07-07T12:27:29.209567,,2020-07-07T12:27:43.516254,3847,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8693,,,124.252.3.233
,2020-07-07T12:27:43.620078,,2020-07-07T12:28:25.728537,3848,Yes,Yes,Volunteering,Yes,Yes,Yes,Surgical,,,,,Yes,4,Yes,Yes,Park,,106,8701,,,124.252.3.233
,2020-07-07T12:28:25.841653,,2020-07-07T12:28:36.167626,3849,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8709,,,124.252.3.233
,2020-07-07T12:28:36.277196,,2020-07-07T12:28:45.051316,3850,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8714,,,124.252.3.233
,2020-07-07T12:28:45.159410,,2020-07-07T12:29:27.590330,3851,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,Cloth,,,,Yes,3,Yes,Yes,Hospital,,106,8716,,,124.252.3.233
,2020-07-07T12:26:59.378049,,2020-07-07T12:30:29.427878,3852,Yes,Cannot tell,Working,Cannot tell,Yes,No,,,,,,Not answered,5 or more,No,Yes,Street/ Square,,106,8715,,22.0,
,2020-07-07T12:30:29.546295,,2020-07-07T12:30:46.975530,3853,Yes,Cannot tell,Socialising,Yes,Yes,No,,,,,,Not answered,2,No,Yes,Outdoors,,106,8722,,22.0,
,2020-07-07T12:30:47.105366,,2020-07-07T12:30:49.656940,3854,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8724,,22.0,
,2020-07-07T12:30:49.772104,,2020-07-07T12:31:09.089611,3855,Yes,Yes,Cannot tell,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Cannot tell,Yes,Outdoors,,106,8726,,22.0,
,2020-07-07T12:31:09.753144,,2020-07-07T12:31:32.767334,3856,Yes,Cannot tell,Working,Yes,Yes,Yes,Cannot tell,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,8728,,22.0,
,2020-07-07T12:31:32.881914,,2020-07-07T12:31:58.047156,3857,Yes,Yes,Socialising,Yes,Yes,No,,,,,,Not answered,2,Cannot tell,Yes,Outdoors,,106,8730,,22.0,
,2020-07-07T12:31:58.162235,,2020-07-07T12:33:13.011176,3858,Yes,Yes,Working,Surely not,Yes,No,,,,,,Not answered,5 or more,No,Yes,Street/ Square,,106,8732,,22.0,
,2020-07-07T12:33:13.114016,,2020-07-07T12:33:48.806300,3859,Yes,Yes,Socialising,Surely not,Yes,Some of them,Surgical,Cloth,,,,Yes,5 or more,Cannot tell,Yes,Park,,106,8734,,22.0,
,2020-07-07T12:33:48.904371,,2020-07-07T12:34:13.065039,3860,Yes,Cannot tell,Exercising,Yes,Yes,Cannot tell,,,,,,Not answered,1,Not answered,Yes,Park,,106,8736,,22.0,
,2020-07-07T12:34:13.164521,,2020-07-07T12:34:46.357194,3861,Yes,Yes,Socialising,Yes,Yes,No,,,,,,Not answered,2,Yes,Not answered,Not answered,,106,8738,,22.0,
,2020-07-07T12:34:46.477396,,2020-07-07T12:34:48.665232,3862,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8740,,22.0,
,2020-07-07T12:34:48.770385,,2020-07-07T12:35:03.145347,3863,Yes,Cannot tell,Cannot tell,Yes,Yes,Cannot tell,,,,,,Not answered,5 or more,Yes,Yes,Outdoors,,106,8742,,22.0,
,2020-07-07T12:35:03.249202,,2020-07-07T12:35:21.300919,3864,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,,,,,Yes,4,Yes,Yes,Hospital,,106,8744,,22.0,
,2020-07-07T12:35:21.410301,,2020-07-07T12:35:41.498497,3865,Yes,Yes,Working,Surely not,Yes,Yes,Surgical,,,,,Yes,2,Yes,Yes,Street/ Square,,106,8746,,22.0,
,2020-07-07T12:35:41.593980,,2020-07-07T12:36:05.194967,3866,Yes,Yes,Working,Surely not,Yes,Yes,Surgical,,,,,Only some of them,3,Yes,Not answered,Not answered,,106,8748,,22.0,
,2020-07-07T12:36:05.299461,,2020-07-07T12:36:26.006802,3867,Yes,Yes,Working,Surely not,Yes,Some of them,Surgical,,,,,Yes,5 or more,No,Yes,Outdoors,,106,8750,,22.0,
,2020-07-07T12:36:26.103893,,2020-07-07T12:36:42.692724,3868,Yes,Yes,Working,Maybe,Yes,Yes,Surgical,,,,,Yes,3,Yes,Not answered,Not answered,,106,8752,,22.0,
,2020-07-07T12:36:42.789069,,2020-07-07T12:37:08.941580,3869,Yes,Yes,Queuing,Surely not,Yes,Yes,Cloth,Surgical,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,8754,,22.0,
,2020-07-07T12:37:09.040296,,2020-07-07T12:37:23.769564,3870,Yes,Cannot tell,Working,Surely not,Yes,Cannot tell,,,,,,Not answered,2,Yes,Yes,Street/ Square,,106,8756,,22.0,
,2020-07-07T12:37:23.869136,,2020-07-07T12:37:43.603098,3871,Yes,Cannot tell,Working,Yes,Yes,No,,,,,,Not answered,5 or more,No,Not answered,Not answered,,106,8758,,22.0,
,2020-07-07T12:37:43.699534,,2020-07-07T12:38:14.739539,3872,Yes,Yes,Cannot tell,Maybe,Yes,Yes,Surgical,FP2,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,8760,,22.0,
,2020-07-07T12:38:14.852093,,2020-07-07T12:38:43.385574,3873,Yes,Cannot tell,Socialising,Surely not,Yes,No,,,,,,Not answered,5 or more,No,Yes,Cannot tell,,106,8762,,22.0,
,2020-07-07T12:38:43.482849,,2020-07-07T12:42:37.438766,3874,Yes,Yes,Working,Surely not,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Yes,Hospital,,106,8764,,22.0,
,2020-07-07T12:42:37.537767,,2020-07-07T12:42:39.618355,3875,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8766,,22.0,
,2020-07-07T12:42:39.699257,,2020-07-07T12:43:02.494248,3876,Yes,Yes,Cannot tell,Surely not,Yes,Yes,Surgical,,,,,Yes,1,Not answered,Yes,Street/ Square,,106,8768,,22.0,
,2020-07-08T05:34:35.954029,,2020-07-08T05:34:42.944359,3877,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8571,,,124.252.3.233
,2020-07-08T05:34:43.145238,,2020-07-08T05:34:54.354196,3878,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8613,,,124.252.3.233
,2020-07-08T05:34:54.511375,,2020-07-08T05:35:56.450343,3879,Yes,Yes,Working,Yes,Yes,Yes,FP2,,,,,Yes,3,Yes,Yes,Hospital,,106,8651,,,124.252.3.233
,2020-07-08T05:35:56.640531,,2020-07-08T05:36:41.768610,3880,Yes,Yes,Working,Yes,Yes,Yes,FP2,,,,,Yes,2,Yes,Yes,Other,,106,8675,,,124.252.3.233
,2020-07-08T05:36:41.953244,,2020-07-08T05:37:27.805157,3881,Yes,Yes,Other,Yes,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,Yes,Yes,Other,,106,8691,,,124.252.3.233
,2020-07-08T05:37:28.009190,,2020-07-08T05:38:18.109569,3882,Yes,Yes,Other,Yes,Yes,Yes,Scarf,Surgical,,,,Yes,3,Yes,Yes,Outdoors,,106,8705,,,124.252.3.233
,2020-07-08T05:38:18.370309,,2020-07-08T05:39:46.668321,3883,Yes,Yes,Other,Yes,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,Yes,Yes,Street/ Square,,106,8717,,,124.252.3.233
,2020-07-08T05:39:46.867562,,2020-07-08T05:40:01.215335,3884,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8719,,,124.252.3.233
,2020-07-08T05:40:01.426890,,2020-07-08T05:40:13.369728,3885,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8721,,,124.252.3.233
,2020-07-08T05:40:13.799693,,2020-07-08T05:40:19.612254,3886,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8725,,,124.252.3.233
,2020-07-08T05:40:19.774390,,2020-07-08T05:40:30.642769,3887,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8729,,,124.252.3.233
,2020-07-08T05:40:30.823320,,2020-07-08T05:41:15.095262,3888,Yes,Yes,Socialising,Yes,Yes,Some of them,Surgical,Scarf,,,,Only some of them,5 or more,No,Yes,Street/ Square,,106,8733,,,124.252.3.233
,2020-07-08T05:41:15.285030,,2020-07-08T05:42:27.580639,3889,Yes,Yes,Queuing,Yes,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,Cannot tell,Yes,Hospital,,106,8737,,,124.252.3.233
,2020-07-08T05:42:27.756221,,2020-07-08T05:42:31.975478,3890,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8741,,,124.252.3.233
,2020-07-08T05:42:32.144321,,2020-07-08T05:42:40.355378,3891,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8745,,,124.252.3.233
,2020-07-08T05:42:40.529686,,2020-07-08T05:43:21.625543,3892,Yes,Yes,Shopping,Yes,Yes,Some of them,FP2,,,,,Only some of them,5 or more,No,Yes,Shop,,106,8749,,,124.252.3.233
,2020-07-08T05:43:21.815812,,2020-07-08T05:44:19.765796,3893,Yes,Yes,Other,Yes,Yes,Some of them,Surgical,,,,,Yes,5 or more,Cannot tell,Yes,Other,,106,8753,,,124.252.3.233
,2020-07-08T05:44:19.925301,,2020-07-08T05:45:13.182096,3894,Yes,Yes,Working,Cannot tell,Yes,No,,,,,,Not answered,2,Yes,Yes,Outdoors,,106,8757,,,124.252.3.233
,2020-07-08T05:45:13.372363,,2020-07-08T05:45:32.808335,3895,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8761,,,124.252.3.233
,2020-07-08T05:45:32.992420,,2020-07-08T05:45:43.881690,3896,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8765,,,124.252.3.233
,2020-07-08T05:45:44.051859,,2020-07-08T05:46:16.873503,3897,Yes,Yes,Other,Yes,Yes,Yes,Surgical,,,,,Only some of them,4,No,Yes,Other,,106,8769,,,124.252.3.233
,2020-07-08T05:46:17.063690,,2020-07-08T05:46:35.793782,3898,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8771,,,124.252.3.233
,2020-07-08T05:46:35.966933,,2020-07-08T05:47:00.746930,3899,,,,,,,,,,,,,,,,,,106,8773,,,124.252.3.233
,2020-07-08T05:47:00.920911,,2020-07-08T05:47:53.526346,3900,Yes,Yes,Working,Yes,Yes,Some of them,Cloth,Surgical,,,,Only some of them,4,No,Yes,Outdoors,,106,8775,,,124.252.3.233
,2020-07-08T05:47:53.734425,,2020-07-08T05:48:38.056111,3901,Yes,Yes,Queuing,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Street/ Square,,106,8777,,,124.252.3.233
,2020-07-08T05:48:38.246380,,2020-07-08T05:49:24.208305,3902,,,,,,,,,,,,,,,,,,106,8779,,,124.252.3.233
,2020-07-08T05:49:24.385768,,2020-07-08T05:50:05.034161,3903,Yes,Yes,Other,Yes,Yes,Yes,Surgical,FP2,,,,Yes,3,Yes,Yes,Other,,106,8781,,,124.252.3.233
,2020-07-08T05:50:05.200277,,2020-07-08T05:50:10.305260,3904,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8783,,,124.252.3.233
,2020-07-08T05:50:10.466733,,2020-07-08T05:50:17.976729,3905,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8785,,,124.252.3.233
,2020-07-08T05:50:18.138703,,2020-07-08T05:50:29.179197,3906,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8787,,,124.252.3.233
,2020-07-08T05:50:29.349234,,2020-07-08T05:51:02.377763,3907,Yes,Yes,Other,Yes,Yes,Yes,Surgical,FP2,,,,Yes,4,Yes,Yes,Hospital,,106,8789,,,124.252.3.233
,2020-07-08T05:51:02.564502,,2020-07-08T05:51:15.705896,3908,Yes,Yes,Not answered,Not answered,No,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8791,,,124.252.3.233
,2020-07-08T05:51:15.876607,,2020-07-08T05:51:56.980233,3909,Yes,Yes,Shopping,Yes,Yes,Yes,Surgical,,,,,Yes,1,Not answered,Yes,Shop,,106,8793,,,124.252.3.233
,2020-07-08T05:51:57.323838,,2020-07-08T05:52:17.937602,3910,Yes,Yes,Other,Yes,Yes,Yes,Surgical,,,,,Yes,3,No,Yes,Street/ Square,,106,8795,,,124.252.3.233
,2020-07-08T05:52:18.125318,,2020-07-08T05:52:43.997907,3911,Yes,Yes,Working,Maybe,Yes,No,,,,,,Not answered,4,Yes,Not answered,Not answered,,106,8797,,,124.252.3.233
,2020-07-08T05:52:44.168060,,2020-07-08T05:53:23.372161,3912,Yes,Yes,Other,Maybe,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Yes,Street/ Square,,106,8799,,,124.252.3.233
,2020-07-08T05:53:23.560977,,2020-07-08T05:54:20.296249,3913,Yes,Yes,Working,Maybe,Yes,Yes,FP2,,,,,Yes,3,Yes,Not answered,Not answered,,106,8801,,,124.252.3.233
,2020-07-08T05:54:20.488938,,2020-07-08T05:54:34.468092,3914,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8803,,,124.252.3.233
,2020-07-08T05:54:34.638286,,2020-07-08T05:55:12.068141,3915,Yes,Yes,Volunteering,Yes,Yes,Some of them,Surgical,,,,,Yes,5 or more,No,Not answered,Not answered,,106,8805,,,124.252.3.233
,2020-07-08T05:55:12.372758,,2020-07-08T05:55:23.240655,3916,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8807,,,124.252.3.233
,2020-07-08T05:55:23.447356,,2020-07-08T05:56:23.028539,3917,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,No,Not answered,Not answered,,106,8809,,,124.252.3.233
,2020-07-08T05:56:23.217107,,2020-07-08T05:56:33.514329,3918,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8811,,,124.252.3.233
,2020-07-08T05:56:33.703374,,2020-07-08T05:57:03.387947,3919,Yes,Yes,Exercising,Cannot tell,Yes,No,,,,,,Not answered,2,No,Yes,Outdoors,,106,8813,,,124.252.3.233
,2020-07-08T05:57:03.557507,,2020-07-08T05:57:15.078136,3920,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8815,,,124.252.3.233
,2020-07-08T05:57:15.262647,,2020-07-08T05:57:26.372548,3921,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8817,,,124.252.3.233
,2020-07-08T05:57:26.573631,,2020-07-08T05:57:52.645293,3922,Yes,Yes,Other,Yes,Yes,Yes,Surgical,FP2,,,,Yes,2,Not answered,Yes,Street/ Square,,106,8819,,,124.252.3.233
,2020-07-08T05:57:52.817714,,2020-07-08T05:57:56.965187,3923,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8821,,,124.252.3.233
,2020-07-08T05:57:57.121262,,2020-07-08T05:58:33.284417,3924,Yes,Yes,Other,Yes,Yes,Some of them,Surgical,,,,,Only some of them,5 or more,Cannot tell,Not answered,Not answered,,106,8823,,,124.252.3.233
,2020-07-08T05:58:33.482205,,2020-07-08T05:59:01.374480,3925,Yes,Yes,Working,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Not answered,Not answered,,106,8825,,,124.252.3.233
,2020-07-08T05:59:01.566707,,2020-07-08T05:59:07.182901,3926,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8827,,,124.252.3.233
,2020-07-08T05:59:07.370492,,2020-07-08T05:59:11.565505,3927,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8829,,,124.252.3.233
,2020-07-08T05:59:11.732137,,2020-07-08T05:59:16.481819,3928,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8831,,,124.252.3.233
,2020-07-08T05:59:16.648601,,2020-07-08T05:59:45.300328,3929,Yes,Yes,Shopping,Yes,Yes,Some of them,Surgical,,,,,Yes,5 or more,No,Yes,Street/ Square,,106,8833,,,124.252.3.233
,2020-07-08T05:59:45.470851,,2020-07-08T06:00:22.289091,3930,Yes,Yes,Other,Yes,Yes,Yes,Surgical,,,,,Yes,5 or more,Yes,Yes,Outdoors,,106,8835,,,124.252.3.233
,2020-07-08T06:00:22.513441,,2020-07-08T06:00:26.312013,3931,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8837,,,124.252.3.233
,2020-07-08T06:00:26.487449,,2020-07-08T06:00:30.161753,3932,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8839,,,124.252.3.233
,2020-07-08T06:00:30.320901,,2020-07-08T06:00:34.575041,3933,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8841,,,124.252.3.233
,2020-07-08T06:00:34.736638,,2020-07-08T06:00:40.282380,3934,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8843,,,124.252.3.233
,2020-07-08T06:00:40.443575,,2020-07-08T06:01:04.168625,3935,Yes,Yes,Other,Yes,Yes,Some of them,Surgical,,,,,Yes,2,No,Yes,Outdoors,,106,8845,,,124.252.3.233
,2020-07-08T06:01:04.327599,,2020-07-08T06:01:07.434610,3936,No,Not answered,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8847,,,124.252.3.233
,2020-07-08T06:01:07.609479,,2020-07-08T06:01:37.759405,3937,Yes,Yes,Other,Yes,Yes,Some of them,Surgical,,,,,Yes,5 or more,No,Yes,Street/ Square,,106,8849,,,124.252.3.233
,2020-07-08T06:01:37.948775,,2020-07-08T06:02:08.754415,3938,Yes,Yes,Working,Yes,Yes,Yes,Surgical,FP2,,,,Yes,5 or more,Yes,Yes,Hospital,,106,8851,,,124.252.3.233
,2020-07-08T06:02:08.923932,,2020-07-08T06:02:12.752642,3939,Yes,No,Not answered,Not answered,Not answered,Not answered,,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,,106,8853,,,124.252.3.233
